# dphi_low dphi_high 1/Ntrig dY
0.000000 0.261799 0.0574 0.0018
0.261799 0.523599 0.0407 0.0019
0.523599 0.785398 0.0127 0.0021
0.785398 1.047198 0.0021 0.0025
1.047198 1.308997 0.0039 0.0030
1.308997 1.570796 0.0140 0.0034
1.570796 1.832596 0.0233 0.0030
1.832596 2.094395 0.0314 0.0026
2.094395 2.356194 0.0286 0.0024
2.356194 2.617994 0.0182 0.0023
2.617994 2.879793 0.0160 0.0022
2.879793 3.141593 0.0127 0.0022
