dphi_low	dphi_high	1/Ntrig	    dY
0.000000	0.261799	0.0397275	0.0014750
0.261799	0.523599	0.0253325	0.0014975
0.523599	0.785398	0.0101650	0.0016575
0.785398	1.047198	0.0013225	0.0018950
1.047198	1.308997	0.0003525	0.0022450
1.308997	1.570796	0.0050875	0.0025225
1.570796	1.832596	0.0185600	0.0022450
1.832596	2.094395	0.0212100	0.0019625
2.094395	2.356194	0.0186125	0.0018650
2.356194	2.617994	0.0171250	0.0018150
2.617994	2.879793	0.0115775	0.0017750
2.879793	3.141593	0.0088700	0.0017650
