dphi_low	dphi_high	1/Ntrig	    dY
0.000000	0.261799	0.0573575	0.0018325
0.261799	0.523599	0.0407375	0.0018850
0.523599	0.785398	0.0127450	0.0021175
0.785398	1.047198	0.0020675	0.0024725
1.047198	1.308997	0.0039025	0.0029925
1.308997	1.570796	0.0139625	0.0033975
1.570796	1.832596	0.0232950	0.0030000
1.832596	2.094395	0.0313750	0.0025950
2.094395	2.356194	0.0286450	0.0024275
2.356194	2.617994	0.0182450	0.0023125
2.617994	2.879793	0.0159925	0.0022375
2.879793	3.141593	0.0127150	0.0022125
